name,year,citation,snippet,is_real,source,url
Maharana Shri Jayvantsinghji ... vs The State Of Gujrat,1961,(1961) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/561318/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Indian Civil Liberties Union v. Union of India,2001,(2001) 11 SCC 558,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. Department of Telecommunications,2024,(2024) 11 SCC 858,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. Union of India,1993,(1993) 15 SCC 26,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. Ministry of Finance,2019,(2019) 8 SCC 627,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Union Of India And Another vs W.N. Chadha,1992,(1992) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1787029/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. Food Corporation of India,2012,(2012) 8 SCC 595,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. Department of Telecommunications,2000,(2000) 6 SCC 628,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of Maharashtra vs Manubhai Pragaji Vashi & Ors,1995,(1995) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1307719/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. National Investigation Agency,1997,(1997) 16 SCC 72,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. State of Karnataka,2014,(2014) 6 SCC 157,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Healthcare Workers Union v. State of West Bengal,2022,(2022) 7 SCC 365,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Dhanlaxmi Urf Sunita Mathuria vs The State Of Rajasthan,2025,(2025) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/4804682/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. Central Vigilance Commission,2011,(2011) 4 SCC 666,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. State of Tamil Nadu,1992,(1992) 8 SCC 201,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. State of Maharashtra,1997,(1997) 6 SCC 944,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Moti Lal Saraf vs State Of Jammu & Kashmir & Another,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1415882/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Ghulam Sarwar vs Union Of India & Ors,1966,(1966) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/924262/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Avas Vikas Sansthan & Anr vs Avas Vikas Sansthan Engineers Assn. & ...,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/11422/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. State of Tamil Nadu,2007,(2007) 3 SCC 56,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Human Rights Commission (Petitioner) v. Ministry of Home Affairs,2002,(2002) 16 SCC 366,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. State of Tamil Nadu,2001,(2001) 4 SCC 191,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Biru Mahato vs District Magistrate, Dhanbad",1982,(1982) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/271574/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Environment Action Group v. Food Corporation of India,1996,(1996) 2 SCC 763,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Sita Ram Bhandar Society, New Delhi vs Lt.Governor,Govt.Of Nct Delhi & Ors",2009,(2009) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/134532/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
"Saurabh Kumar vs Jailor,Koneila Jail & Anr",2014,(2014) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/118760660/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Ministry of Finance,2005,(2005) 15 SCC 760,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Human Rights Commission (Petitioner) v. National Investigation Agency,1993,(1993) 4 SCC 45,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. State of West Bengal,2011,(2011) 13 SCC 375,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. Election Commission of India,1996,(1996) 15 SCC 543,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Association of Democratic Reforms v. Department of Telecommunications,2003,(2003) 9 SCC 878,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. Food Corporation of India,2015,(2015) 5 SCC 582,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Busi Koteswara Rao & Ors vs State Of A.P,2012,(2012) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/154358293/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Kusti Mallaiah vs State Of A.P,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/28880744/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
The State Of Madhya Pradesh vs Brijmohandas And Ors.,1969,(1969) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1471656/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
City & Industrial Devt.Corp vs Dosu Aardeshir Bhiwandiwala & Ors,2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1391679/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. Securities and Exchange Board of India,1998,(1998) 12 SCC 165,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rajendra Nagar Adarsh Grah Nirman ... vs State Of Rajasthan & Ors,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/67291607/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
All India Women's Rights Council v. Central Vigilance Commission,2003,(2003) 3 SCC 803,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. State of Tamil Nadu,2022,(2022) 15 SCC 462,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
D. Devaraja vs Owais Sabeer Hussain,2020,(2020) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/127137628/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Rural Development Society v. State of Delhi,2023,(2023) 2 SCC 730,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. State of West Bengal,2019,(2019) 8 SCC 471,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Priya Indoria vs The State Of Karnataka,2023,(2023) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/193828917/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
M/S Delhi Airtech Services Pvt. ... vs State Of U.P. & Anr,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/56073873/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Guru Basavaraj @ Benne Settappa vs State Of Karnataka,2012,(2012) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/12535920/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Sube Singh vs State Of Haryana & Ors,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/785041/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Election Commission of India,2003,(2003) 2 SCC 231,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
People's Union for Democracy v. State of Uttar Pradesh,2007,(2007) 14 SCC 754,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mrs. Kanika Goel vs The State Of Delhi Thru Sho,2018,(2018) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/182690117/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
